"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","ISSUEDDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","STATSCANADABUILDINGCODE","STATSCANADABUILDINGCODEDESC","STATSCANADAWORKCODE","STATSCANADAWORKCODEDESC","STATSCANADAUNITSCREATED","STATSCANADAUNITSLOST","BUILDINGAREAM2","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","CONSTRUCTIONVALUE"
"BP009084","BUILDING - RESIDENTIAL","DECK","COMPLETED","3/23/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","5/6/2010 12:00:00 AM","4113023000075","ST EDWARDS","130","MANUF./MOBILE HOME","03","ALTERATIONS/IMPROVEMENTS","","","9.29000000","75","2300","13 ST N","75-2300 13 ST N","","","","","433618","1000.00000000"
"BP009085","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/23/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4/14/2011 12:00:00 AM","1056602480001","ARBOUR RIDGE","110","SINGLE HOUSE","04","FOUNDATION","","","155.52000000","","248","PRAIRIE ROSE PL S","248 PRAIRIE ROSE PL S","1013709","1","11","PLAN 1013709 BLOCK 1 LOT 11","459536","1000.00000000"
"BP009086","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/24/2010 12:00:00 AM","4/7/2010 12:00:00 AM","4/7/2010 12:00:00 AM","4/12/2011 12:00:00 AM","1043202160001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","100.15000000","","216","SIXMILE COMMON S","216 SIXMILE COMMON S","0814675","24","25","PLAN 0814675 BLOCK 24 LOT 25","455879","113144.00000000"
"BP009087","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/24/2010 12:00:00 AM","3/25/2010 12:00:00 AM","3/25/2010 12:00:00 AM","6/30/2010 12:00:00 AM","2061104090001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","","","66.24000000","","409","TWINRIVER RD W","409 TWINRIVER RD W","0914592","14","20","PLAN 0914592 BLOCK 14 LOT 20","457880","1000.00000000"
"BP009088","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/24/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","9/27/2010 12:00:00 AM","2061104090001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","66.24000000","","409","TWINRIVER RD W","409 TWINRIVER RD W","0914592","14","20","PLAN 0914592 BLOCK 14 LOT 20","457880","77417.00000000"
"BP009089","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","5/12/2011 12:00:00 AM","2060505320001","COPPERWOOD","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","40.87600000","","532","SILKSTONE CRES W","532 SILKSTONE CRES W","0714443","6","65","PLAN 0714443 BLOCK 6 LOT 65","453363","8800.00000000"
"BP009090","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","9/12/2014 12:00:00 AM","4034000310001","UPLANDS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","30.19000000","","31","KODIAK CRES N","31 KODIAK CRES N","0210587","15","1A","PLAN 0210587 BLOCK 15 LOT 1A","390596","5200.00000000"
"BP009091","BUILDING - RESIDENTIAL","RENO","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","2/2/2012 12:00:00 AM","1041505250001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","525","NORMANDY RD S","525 NORMANDY RD S","7510923","2","19","PLAN 7510923 BLOCK 2 LOT 19","223387","1168.00000000"
"BP009092","BUILDING - RESIDENTIAL","BSMNT DEV","EXPIRED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","12/6/2011 12:00:00 AM","1014004210001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","92.90000000","","421","DIEPPE BLVD S","421 DIEPPE BLVD S","0812680","7","35","PLAN 0812680 BLOCK 7 LOT 35","455313","16000.00000000"
"BP009093","BUILDING - COMMERCIAL","RENO","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","5/27/2010 12:00:00 AM","1040020250001","REDWOOD","510","RETAIL / WHOLESALE","03","ALTERATIONS/IMPROVEMENTS","","","91.00000000","","2025","MAYOR MAGRATH DR S","2025 MAYOR MAGRATH DR S","0111888","11","8","PLAN 0111888 BLOCK 11 LOT 8
9.14 ACRES","386571","150000.00000000"
"BP009094","BUILDING - COMMERCIAL","RENO","COMPLETED","3/25/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","6/15/2010 12:00:00 AM","1201005010001","DOWNTOWN","512","RETAIL COMPLEX","03","ALTERATIONS/IMPROVEMENTS","","","130.00000000","A12","501","1 AVE S","A12-501 1 AVE S","","","","","468711","50000.00000000"
"BP009095","BUILDING - COMMERCIAL","RENO","COMPLETED","3/25/2010 12:00:00 AM","4/6/2010 12:00:00 AM","4/6/2010 12:00:00 AM","12/31/2010 12:00:00 AM","1108005350001","DOWNTOWN","315","APARTMENT STRATA","03","ALTERATIONS/IMPROVEMENTS","","","20.00000000","","535","8 ST S","535 8 ST S","7410383","57","47","PLAN 7410383 BLOCK 57 LOT 47","222190","30000.00000000"
"BP009096","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","2/11/2011 12:00:00 AM","1038005110001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","68.84000000","","511","LEASIDE AVE S","511 LEASIDE AVE S","0913105","19","148","PLAN 0913105 BLOCK 19 LOT 148","457647","11856.00000000"
"BP009097","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/25/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","2/11/2011 12:00:00 AM","1038005130001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","68.84000000","","513","LEASIDE AVE S","513 LEASIDE AVE S","0913105","19","149","PLAN 0913105 BLOCK 19 LOT 149","457648","11856.00000000"
"BP009098","BUILDING - COMMERCIAL","RENO","COMPLETED","3/25/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","8/30/2011 12:00:00 AM","1115009150001","VICTORIA PARK","520","OFFICE BLDG","03","ALTERATIONS/IMPROVEMENTS","","","631.00000000","","915","15 ST S","915 15 ST S","5337Y","","17-21","PLAN 5337Y THE NORTH HALF OF LOT 17 AND ALL OF LOTS 18 TO 21 INCLUSIVE","310628","150000.00000000"
"BP009099","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/26/2010 12:00:00 AM","4/20/2010 12:00:00 AM","4/20/2010 12:00:00 AM","3/18/2011 12:00:00 AM","2066002050001","SUNRIDGE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","95.13000000","","205","MT SUNDANCE CRES W","205 MT SUNDANCE CRES W","0812285","9","12","PLAN 0812285 BLOCK 9 LOT 12","455102","68864.00000000"
"BP009100","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/26/2010 12:00:00 AM","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","7/22/2010 12:00:00 AM","2028601580001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","","","94.85000000","","158","KEYSTONE TERR W","158 KEYSTONE TERR W","0814635","2","15","PLAN 0814635 BLOCK 2 LOT 15","455773","1000.00000000"
"BP009101","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/26/2010 12:00:00 AM","4/12/2010 12:00:00 AM","4/12/2010 12:00:00 AM","11/3/2010 12:00:00 AM","2028601580001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","94.85000000","","158","KEYSTONE TERR W","158 KEYSTONE TERR W","0814635","2","15","PLAN 0814635 BLOCK 2 LOT 15","455773","93128.00000000"
"BP009102","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/26/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","12/31/2010 12:00:00 AM","1014005230001","GLENDALE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","133.31000000","","523","DIEPPE BLVD S","523 DIEPPE BLVD S","1011527","1","45","PLAN 1011527 BLOCK 1 LOT 45","458723","125530.00000000"
"BP009103","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/26/2010 12:00:00 AM","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","7/2/2010 12:00:00 AM","1014005230001","GLENDALE","110","SINGLE HOUSE","04","FOUNDATION","","","133.31000000","","523","DIEPPE BLVD S","523 DIEPPE BLVD S","1011527","1","45","PLAN 1011527 BLOCK 1 LOT 45","458723","1000.00000000"
"BP009104","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/26/2010 12:00:00 AM","4/13/2010 12:00:00 AM","4/13/2010 12:00:00 AM","12/13/2011 12:00:00 AM","1043700260001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","134.99000000","","26","SIXMILE RIDGE S","26 SIXMILE RIDGE S","0913128","22","7","PLAN 0913128 BLOCK 22 LOT 7","457806","126166.00000000"
"BP009105","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/26/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","3/6/2012 12:00:00 AM","1126005340001","GLENDALE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","41.81000000","","534","26 ST S","534 26 ST S","8593GB","5","20-22","PLAN 8593GB BLOCK 5 THE SOUTHERLY 12.5 FEET THROUGHOUT LOT 20 ALL OF LOT 21 AND THAT PORTION OF LOT 22 LYING TO THE NORTH OF THE SOUTHERLY 73 FEET THROUGHOUT SAID LOT 22","287605","7200.00000000"
"BP009106","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/26/2010 12:00:00 AM","3/26/2010 12:00:00 AM","3/29/2010 12:00:00 AM","6/28/2010 12:00:00 AM","2066002050001","SUNRIDGE","110","SINGLE HOUSE","04","FOUNDATION","","","95.13000000","","205","MT SUNDANCE CRES W","205 MT SUNDANCE CRES W","0812285","9","12","PLAN 0812285 BLOCK 9 LOT 12","455102","1000.00000000"
"BP009107","BUILDING - COMMERCIAL","NEW","COMPLETED","3/26/2010 12:00:00 AM","5/12/2010 12:00:00 AM","5/12/2010 12:00:00 AM","1/3/2012 12:00:00 AM","2028001680001","INDIAN BATTLE HEIGHTS","572","SERVICE,REPAIR GARAGE","01","NEW CONSTRUCTION","","","112.00000000","","168","JERRY POTTS BLVD W","168 JERRY POTTS BLVD W","0110659","4","71","PLAN 0110659 BLOCK 4 LOT 71
(1.05 ACRES)","385290","46500.00000000"
"BP009108","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/26/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/8/2011 12:00:00 AM","1051804580001","SOUTHGATE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","23.41000000","","458","COULEECREEK BLVD S","458 COULEECREEK BLVD S","0716433","","12","CONDOMINIUM PLAN 0716433 UNIT 12","454161","4032.00000000"
"BP009109","BUILDING - RESIDENTIAL","GARAGE-DET","COMPLETED","3/26/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","2/13/2012 12:00:00 AM","4035907090001","UPLANDS","110","SINGLE HOUSE","15","GARAGE & CARPORT","","","53.50000000","","709","LYNX LANDNG N","709 LYNX LANDNG N","0715659","19","137","PLAN 0715659 BLOCK 19 LOT 137","453905","11520.00000000"
"BP009110","BUILDING - COMMERCIAL","RENO","COMPLETED","3/26/2010 12:00:00 AM","5/12/2010 12:00:00 AM","5/12/2010 12:00:00 AM","1/3/2012 12:00:00 AM","1202008060001","DOWNTOWN","520","OFFICE BLDG","03","ALTERATIONS/IMPROVEMENTS","","","256.00000000","","806","2 AVE S","806 2 AVE S","4353S","16","1,2,3","PLAN 4353S  BLOCK 16  LOTS 1, 2 AND 3
","227804","294000.00000000"
"BP009111","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/29/2010 12:00:00 AM","4/22/2010 12:00:00 AM","4/22/2010 12:00:00 AM","11/17/2010 12:00:00 AM","1043701790001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","147.71000000","","179","SIXMILE RIDGE S","179 SIXMILE RIDGE S","0814675","24","50","PLAN 0814675 BLOCK 24 LOT 50","455907","139940.00000000"
"BP009112","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/29/2010 12:00:00 AM","3/30/2010 12:00:00 AM","3/30/2010 12:00:00 AM","7/22/2010 12:00:00 AM","2022801320001","COPPERWOOD","110","SINGLE HOUSE","04","FOUNDATION","","","89.56000000","","132","FIRELIGHT WAY W","132 FIRELIGHT WAY W","0814827","12","54","PLAN 0814827 BLOCK 12 LOT 54","456116","1000.00000000"
"BP009113","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/29/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","9/28/2010 12:00:00 AM","2022801320001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","89.56000000","","132","FIRELIGHT WAY W","132 FIRELIGHT WAY W","0814827","12","54","PLAN 0814827 BLOCK 12 LOT 54","456116","125252.00000000"
"BP009114","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/29/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","6/23/2010 12:00:00 AM","2080300270001","RIVERSTONE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","88.91000000","","27","RIVERBROOK CLOSE W","27 RIVERBROOK CLOSE W","0010942","2","6","PLAN 0010942 BLOCK 2 LOT 6","379816","15312.00000000"
"BP009115","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/29/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","12/13/2011 12:00:00 AM","1008033050001","LAKEVIEW","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","3305","BEAUVAIS PL S","3305 BEAUVAIS PL S","7006JK","9","37","PLAN 7006JK BLOCK 9 LOT 37","297713","3000.00000000"
"BP009116","BUILDING - RESIDENTIAL","NEW 1 UNIT","CANCELLED","3/29/2010 12:00:00 AM","","","5/4/2010 12:00:00 AM","2066400420001","SUNRIDGE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","88.90000000","","42","MT SUNDANCE RD W","42 MT SUNDANCE RD W","0812285","9","40","PLAN 0812285 BLOCK 9 LOT 40","455133","75860.00000000"
"BP009117","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/29/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","7/28/2011 12:00:00 AM","2084700560001","RIVERSTONE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","66.14000000","","56","RIVERTON CRES W","56 RIVERTON CRES W","0710647","11","128","PLAN 0710647 BLOCK 11 LOT 128","452613","92265.00000000"
"BP009118","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/29/2010 12:00:00 AM","3/29/2010 12:00:00 AM","3/31/2010 12:00:00 AM","8/5/2010 12:00:00 AM","2084700560001","RIVERSTONE","110","SINGLE HOUSE","04","FOUNDATION","","","66.14000000","","56","RIVERTON CRES W","56 RIVERTON CRES W","0710647","11","128","PLAN 0710647 BLOCK 11 LOT 128","452613","1000.00000000"
"BP009120","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/29/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","2/28/2011 12:00:00 AM","1043800290001","SOUTHGATE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","111.40000000","","29","SIXMILE RD S","29 SIXMILE RD S","0913128","21","2","PLAN 0913128 BLOCK 21 LOT 2","457794","127764.00000000"
"BP009121","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/30/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","12/8/2010 12:00:00 AM","2010507640001","PARADISE CANYON","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","139.35000000","","764","CANYONVIEW CLOSE W","764 CANYONVIEW CLOSE W","0715980","4","33","PLAN 0715980 BLOCK 4 LOT 33","454098","130402.00000000"
"BP009122","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","3/30/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","2/7/2013 12:00:00 AM","4080005690001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","69.68000000","","569","MARGARET SUTHERLAND CRES N","569 MARGARET SUTHERLAND CRES N","0715555","4","17","PLAN 0715555 BLOCK 4 LOT 17","453837","12000.00000000"
"BP009123","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/30/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","7/19/2011 12:00:00 AM","4080604700001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","160.62000000","","470","MARY CAMERON CRES N","470 MARY CAMERON CRES N","0715448","2","89","PLAN 0715448 BLOCK 2 LOT 89","453733","145864.00000000"
"BP009124","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/30/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","12/6/2011 12:00:00 AM","2022502900001","COPPERWOOD","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","126.25000000","","290","FIRELIGHT CRES W","290 FIRELIGHT CRES W","0714402","12","37","PLAN 0714402 BLOCK 12 LOT 37","453327","100522.00000000"
"BP009125","BUILDING - COMMERCIAL","RENO","COMPLETED","3/30/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","9/11/2012 12:00:00 AM","4139003100001","ANDERSON INDUSTRIAL PARK","460","STORAGE / WAREHOUSE","03","ALTERATIONS/IMPROVEMENTS","","","50.00000000","","310","39 ST N","310 39 ST N","1011099","","2","CONDOMINIUM PLAN 1011099 UNIT 2","458636","70000.00000000"
"BP009126","BUILDING - COMMERCIAL","RENO","COMPLETED","3/30/2010 12:00:00 AM","4/30/2010 12:00:00 AM","4/30/2010 12:00:00 AM","5/12/2011 12:00:00 AM","4122001310001","ANDERSON INDUSTRIAL PARK","430","MANUFACTURING BLDG","03","ALTERATIONS/IMPROVEMENTS","","","","","131","22 ST N","131 22 ST N","540JK","1;2","","PLAN 540JK BLOCK 1 6.66 ACRES AND ALL THAT PORTION OF BLOCK TWO WHICH LIES TO THE WEST OF A STRAIGHT LINE PARALLEL WITH AND ONE HUNDRED AND EIGHTY FIVE (185) FEET PERPENDICULARLY DISTANT WESTERLY FROM THE EASTERLY
BOUNDARY OF THE SAID BLOCK TWO (2) ","255083","92000.00000000"
"BP009127","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/30/2010 12:00:00 AM","4/19/2010 12:00:00 AM","4/19/2010 12:00:00 AM","12/3/2010 12:00:00 AM","2010507800001","PARADISE CANYON","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","117.24000000","","780","CANYONVIEW CLOSE W","780 CANYONVIEW CLOSE W","0715980","4","37","PLAN 0715980 BLOCK 4 LOT 37","454102","120154.00000000"
"BP009128","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/31/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","7/28/2010 12:00:00 AM","2014004010000","VARSITY VILLAGE","350","CONDO","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","405","COLUMBIA BLVD W","405 COLUMBIA BLVD W","7710705","32","140","PLAN 7710705 BLOCK 32 LOT 140","431364","15000.00000000"
"BP009129","BUILDING - RESIDENTIAL","FT & FNDTN","COMPLETED","3/31/2010 12:00:00 AM","4/7/2010 12:00:00 AM","4/7/2010 12:00:00 AM","6/29/2010 12:00:00 AM","2010201160001","PARADISE CANYON","110","SINGLE HOUSE","04","FOUNDATION","0.00000000","","267.90000000","","116","CANYONCREST PT W","116 CANYONCREST PT W","0612885","5","23","PLAN 0612885 BLOCK 5 LOT 23","423853","1000.00000000"
"BP009130","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2010 12:00:00 AM","5/10/2010 12:00:00 AM","5/10/2010 12:00:00 AM","11/14/2013 12:00:00 AM","2010201160001","PARADISE CANYON","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","267.90000000","","116","CANYONCREST PT W","116 CANYONCREST PT W","0612885","5","23","PLAN 0612885 BLOCK 5 LOT 23","423853","364613.00000000"
"BP009131","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/31/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","7/28/2010 12:00:00 AM","2014004010000","VARSITY VILLAGE","350","CONDO","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","405","COLUMBIA BLVD W","405 COLUMBIA BLVD W","7710705","32","140","PLAN 7710705 BLOCK 32 LOT 140","431364","15000.00000000"
"BP009132","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/31/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","6/18/2010 12:00:00 AM","2014004010000","VARSITY VILLAGE","350","CONDO","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","405","COLUMBIA BLVD W","405 COLUMBIA BLVD W","7710705","32","140","PLAN 7710705 BLOCK 32 LOT 140","431364","15000.00000000"
"BP009133","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/31/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","8/26/2010 12:00:00 AM","2014004201001","VARSITY VILLAGE","350","CONDO","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","420","COLUMBIA BLVD W","420 COLUMBIA BLVD W","8311181","","CS","","469153","15000.00000000"
"BP009134","BUILDING - COMMERCIAL","OTHER","COMPLETED","3/31/2010 12:00:00 AM","4/16/2010 12:00:00 AM","4/16/2010 12:00:00 AM","9/20/2010 12:00:00 AM","2014004201001","VARSITY VILLAGE","350","CONDO","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","420","COLUMBIA BLVD W","420 COLUMBIA BLVD W","8311181","","CS","","469153","15000.00000000"
"BP009135","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","3/31/2010 12:00:00 AM","4/19/2010 12:00:00 AM","4/19/2010 12:00:00 AM","12/13/2010 12:00:00 AM","2066001510001","SUNRIDGE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","78.30000000","","151","MT SUNDANCE CRES W","151 MT SUNDANCE CRES W","0812285","9","25","PLAN 0812285 BLOCK 9 LOT 25","455116","91007.00000000"
"BP009136","BUILDING - RESIDENTIAL","BSMNT DEV","COMPLETED","4/1/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","1/27/2011 12:00:00 AM","4080604380001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","0.00000000","","438","MARY CAMERON CRES N","438 MARY CAMERON CRES N","0715448","2","81","PLAN 0715448 BLOCK 2 LOT 81","453725","12800.00000000"
"BP009137","BUILDING - RESIDENTIAL","DECK","COMPLETED","4/1/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","10/25/2011 12:00:00 AM","2065605440001","SUNRIDGE","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","13.01000000","","544","SUNRIDGE CRES W","544 SUNRIDGE CRES W","0514162","4","11","PLAN 0514162 BLOCK 4 LOT 11","417385","1400.00000000"
"BP009138","BUILDING - RESIDENTIAL","OTHER","COMPLETED","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","4/1/2010 12:00:00 AM","3/9/2011 12:00:00 AM","2051702670001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","14","SWIMMING POOL","","","0.00000000","","267","PEIGAN CRT W","267 PEIGAN CRT W","9813480","11","10","PLAN 9813480 BLOCK 11 LOT 10","375273","1000.00000000"
"BP009139","BUILDING - RESIDENTIAL","DECK","EXPIRED","4/1/2010 12:00:00 AM","4/15/2010 12:00:00 AM","4/15/2010 12:00:00 AM","11/28/2011 12:00:00 AM","2046501810001","INDIAN BATTLE HEIGHTS","110","SINGLE HOUSE","03","ALTERATIONS/IMPROVEMENTS","","","18.58000000","","181","MOHAWK RD W","181 MOHAWK RD W","7910001","7","66","PLAN 7910001 BLOCK 7 LOT 66","260893","2000.00000000"
"BP009140","BUILDING - COMMERCIAL","NEW","COMPLETED","4/1/2010 12:00:00 AM","5/11/2010 12:00:00 AM","5/11/2010 12:00:00 AM","12/16/2011 12:00:00 AM","2028600090001","COPPERWOOD","660","DAY RELIGIOUS BLDG","01","NEW CONSTRUCTION","","","1538.00000000","","9","KEYSTONE TERR W","9 KEYSTONE TERR W","0613427","2","1","PLAN 0613427 BLOCK 2 LOT 1","424714","4800000.00000000"
"BP009141","BUILDING - RESIDENTIAL","NEW 1 UNIT","COMPLETED","4/1/2010 12:00:00 AM","4/21/2010 12:00:00 AM","4/21/2010 12:00:00 AM","8/12/2011 12:00:00 AM","4074506680001","LEGACY RIDGE / HARDIEVILLE","110","SINGLE HOUSE","01","NEW CONSTRUCTION","1.00000000","","103.40000000","","668","FLORENCE HO LEONG CRES N","668 FLORENCE HO LEONG CRES N","0712108","8","29","PLAN 0712108 BLOCK 8 LOT 29","452815","83804.00000000"
"BP009142","BUILDING - COMMERCIAL","NEW","COMPLETED","4/1/2010 12:00:00 AM","6/4/2010 12:00:00 AM","6/4/2010 12:00:00 AM","11/4/2013 12:00:00 AM","4141010100001","CHURCHILL INDUSTRIAL PARK","460","STORAGE / WAREHOUSE","01","NEW CONSTRUCTION","0.00000000","","1114.84000000","","1006","41 ST N","1006 41 ST N","","","","","458783","1800000.00000000"
