"FOLDERNUMBER","FOLDERTYPE","REPORTCODE","FOLDERSTATUS","APPLICATIONDATE","APPROVEDAPPLICATIONDATE","DECISIONDATE","COMPLETEDDATE","ROLLNUMBER","NEIGHBOURHOOD","UNIT","HOUSE","STREET","ADDRESS","PLAN","BLOCK","LOT","LEGAL","PROPERTY_NUMBER","UNITSCREATED"
"DEV10632","SIGNS","NEW","COMPLETED","9/5/2018 12:00:00 AM","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","","THE CROSSINGS","","74","MAURETANIA RD W","74 MAURETANIA RD W","","","","","477400",""
"DEV10633","TYPE A HOME OCCUPATIONS","NEW","CANCELLED","9/5/2018 12:00:00 AM","","","9/5/2018 12:00:00 AM","1032011180001","LAKEVIEW","","1118","LAKEVIEW DR S","1118 LAKEVIEW DR S","6581HV","12","21","PLAN 6581HV BLOCK 12 LOT 21","300058",""
"DEV10634","COM/DC/IND/MF/PB/UR/V","PB-NEW","COMPLETED","9/5/2018 12:00:00 AM","9/5/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","1046034190003","HENDERSON LAKE","","3419","PARKSIDE DR S","3419 PARKSIDE DR S","1411931","1","1","DESCRIPTIVE PLAN 1411931 BLOCK 1 LOT 1
EXCEPTING THEREOUT; PLAN NUMBER         HECTARES        ACRES 
MORE OR LESS ROAD     1511107                             0.040          0.09","463723",""
"DEV10635","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/6/2018 12:00:00 AM","9/6/2018 12:00:00 AM","9/6/2018 12:00:00 AM","9/6/2018 12:00:00 AM","2017610120001","THE CROSSINGS","","1012","ATLANTIC LKOUT W","1012 ATLANTIC LKOUT W","1711403","10","17","PLAN 1711403 BLOCK 10 LOT 17","470309",""
"DEV10636","SDD & 2 UNIT DWELLINGS","2U-NEW","COMPLETED","9/6/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","1084244070001","DISCOVERY","","4407","FAIRMONT GATE S","4407 FAIRMONT GATE S","1810683","16","15","PLAN 1810683 BLOCK 16 LOT 15","471958",""
"DEV10637","SDD & 2 UNIT DWELLINGS","2U-NEW","COMPLETED","9/6/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","1084244010001","DISCOVERY","","4401","FAIRMONT GATE S","4401 FAIRMONT GATE S","1810683","16","13","PLAN 1810683 BLOCK 16 LOT 13","471956",""
"DEV10638","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","4117001310001","WESTMINSTER","","131","17 ST N","131 17 ST N","7570HA","2","1","PLAN 7570HA BLOCK 2 THE NORTH 48 FEET OF LOT 1","294892",""
"DEV10639","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","9/7/2018 12:00:00 AM","4116003350001","WESTMINSTER","","335","16 ST N","335 16 ST N","625C","","18","PLAN LETHBRIDGE 625C THAT PORTION OF THE WEST ONE HUNDRED AND THIRTY (130) FEET OF LOT EIGHTEEN (18) WHICH LIES TO THE SOUTH OF THE NORTH ONE HUNDRED (100) FEET THEREOF","256483",""
"DEV10640","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/7/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","4078004750001","LEGACY RIDGE / HARDIEVILLE","","475","LETTICE PERRY RD N","475 LETTICE PERRY RD N","0613894","1","9","PLAN 0613894 BLOCK 1 LOT 9","425785",""
"DEV10641","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/7/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","4206117050001","WESTMINSTER","","1705","6A AVE N","1705 6A AVE N","3842S","","68,69","PLAN 3842S LOT 68 AND THE EAST HALF OF LOT 69","320701",""
"DEV10642","COM/DC/IND/MF/PB/UR/V","MF-NEW","COMPLETED","9/10/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","1147027020001","DISCOVERY","","2702","47 ST S","2702 47 ST S","1810683","16","64","PLAN 1810683 BLOCK 16 LOT 64","472042","24"
"DEV10643","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/10/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","1204036081001","WT HILL BUSINESS PARK","","3608","4 AVE S","3608 4 AVE S","1912248","1","7","DESCRIPTIVE PLAN 1912248 BLOCK 1 LOT 7","474467",""
"DEV10644","SDD & 2 UNIT DWELLINGS","2U-NEW","COMPLETED","9/10/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","1107009250001","FLEETWOOD","","925","7 ST S","925 7 ST S","6283S","18","12,13","PLAN 6283S BLOCK 18 THE WEST HALVES OF LOTS 12 AND 13","302963",""
"DEV10645","SDD & 2 UNIT DWELLINGS","SD-NEW","COMPLETED","9/10/2018 12:00:00 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","1208012460001","LONDON ROAD","","1246","8 AVE S","1246 8 AVE S","5728S","9","B","PLAN 5728S BLOCK 9 LOT B","470936",""
"DEV10646","SDD & 2 UNIT DWELLINGS","DET GR-NEW","COMPLETED","9/10/2018 12:00:00 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","1208012460001","LONDON ROAD","","1246","8 AVE S","1246 8 AVE S","5728S","9","B","PLAN 5728S BLOCK 9 LOT B","470936",""
"DEV10647","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/10/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","1205020060001","VICTORIA PARK","","2006","5 AVE S","2006 5 AVE S","4353S","115","3,4","PLAN 4353S BLOCK 115 LOTS 3 AND 4","314569",""
"DEV10648","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","9/10/2018 12:00:00 AM","2055802310001","MOUNTAIN HEIGHTS","","231","ROCKY MOUNTAIN BLVD W","231 ROCKY MOUNTAIN BLVD W","9011450","5","68","PLAN 9011450 BLOCK 5 LOT 68","229288",""
"DEV10649","SIGNS","NEW","COMPLETED","9/11/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","1105003190001","DOWNTOWN","","319","5 ST S","319 5 ST S","4353S","32","30,31","PLAN 4353S BLOCK 32 LOTS 30 AND 31","317761",""
"DEV10650","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","4031908070001","UPLANDS","","807","KODIAK BAY N","807 KODIAK BAY N","0715659","14","99","PLAN 0715659 BLOCK 14 LOT 99","453901",""
"DEV10651","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","9/11/2018 12:00:00 AM","4113023000216","ST EDWARDS","216","2300","13 ST N","216-2300 13 ST N","","","","","434024",""
"DEV10652","COM/DC/IND/MF/PB/UR/V","DC-NEW","COMPLETED","9/11/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/21/2018 12:00:00 AM","9/21/2018 12:00:00 AM","1206034030001","HENDERSON LAKE","","3403","6 AVE S","3403 6 AVE S","4;21;8;33;SE","","","MERIDIAN 4 RANGE 21 TOWNSHIP 8 SECTION 33 THAT PORTION OF THE SOUTH EAST QUARTER LYING WEST OF THE RIGHT OF WAY ON PLAN R.Y.23 AND NORTH OF A LINE PARALLEL WITH AND 200 FEET PERPENDICULARLY SOUTHERLY FROM THE NORTHERN BOUNDARY OF SAID QUARTER , CONTA","352845",""
"DEV10653","SDD & 2 UNIT DWELLINGS","DET GR-NEW","COMPLETED","9/11/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","4210018320001","WINSTON CHURCHILL","","1832","10 AVE N","1832 10 AVE N","1357GY","12","21","PLAN 1357GY BLOCK 12 LOT 21","333742",""
"DEV10654","SECONDARY SUITES PRIOR 2006","SUITE-PRE","COMPLETED","9/12/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","1210010080001","FLEETWOOD","","1008","10 AVE S","1008 10 AVE S","2478R","5","36-40","PLAN 2478R  BLOCK 5  THE EASTERLY 38 FEET THROUGHT LOTS 36 TO 40 INCLUSIVE","356373",""
"DEV10655","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/12/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","2065903220001","SUNRIDGE","","322","MT SUNBURST WAY W","322 MT SUNBURST WAY W","0514137","1","56","PLAN 0514137 BLOCK 1 LOT 56","416720",""
"DEV10656","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/12/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","1143023250001","SOUTHEAST EMPLOYMENT CENTRE","","2325","43 ST S","2325 43 ST S","0312980","2","1","PLAN 0312980 BLOCK 2 LOT 1
2.84 ACRES","295109",""
"DEV10657","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","9/12/2018 12:00:00 AM","9/12/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","4130039540045","SHERRING INDUSTRIAL PARK","45","3954","30 ST N","45-3954 30 ST N","1810845","","2","CONDOMINIUM PLAN 1810845 UNIT 2","472209",""
"DEV10658","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","9/13/2018 12:00:00 AM","1017711180001","LAKEVIEW","","1118","GREAT LAKES RD S","1118 GREAT LAKES RD S","1466LK","11","58","PLAN 1466LK BLOCK 11 LOT 58","332902",""
"DEV10659","SIGNS","NEW","COMPLETED","9/13/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","2070003401001","WEST HIGHLANDS","","340","UNIVERSITY DR W","340 UNIVERSITY DR W","1310243","21","7","DESCRIPTIVE PLAN 1310243 BLOCK 21 LOT 7","462106",""
"DEV10660","SIGNS","NEW","COMPLETED","9/13/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","4131022000001","CHURCHILL INDUSTRIAL PARK","","2200","31 ST N","2200 31 ST N","7710509","2","6","PLAN 7710509 BLOCK 2 LOT 6","217101",""
"DEV10661","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","4113023000094","ST EDWARDS","94","2300","13 ST N","94-2300 13 ST N","","","","","433751",""
"DEV10662","COM/DC/IND/MF/PB/UR/V","MF-ADD","COMPLETED","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","10/10/2018 12:00:00 AM","10/10/2018 12:00:00 AM","4113025100001","ST EDWARDS","","2510","13 ST N","2510 13 ST N","7710206","6","21","PLAN 7710206 BLOCK 6 LOT 21","240691",""
"DEV10663","SDD & 2 UNIT DWELLINGS","SUITE-NEW","COMPLETED","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","2013108360001","COPPERWOOD","","836","COALBROOK CLOSE W","836 COALBROOK CLOSE W","1712117","10","136","PLAN 1712117 BLOCK 10 LOT 136","471426",""
"DEV10664","SIGNS","NEW","COMPLETED","9/14/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","4202029050001","ANDERSON INDUSTRIAL PARK","","2905","2 AVE N","2905 2 AVE N","9612649","6","11","PLAN 9612649 BLOCK 6 LOT 11
EASEMENT AGREEMENT - 2M X 2M - DOC. 98-80","368133",""
"DEV10684","COM/DC/IND/MF/PB/UR/V","IND-ADD","COMPLETED","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","4131014050001","CHURCHILL INDUSTRIAL PARK","","1405","31 ST N","1405 31 ST N","0412098","9","22","PLAN 0412098 BLOCK 9 LOT 22","406332",""
"DEV10665","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","1107006430001","LONDON ROAD","","643","7 ST S","643 7 ST S","4353S","B","9","PLAN LETHBRIDGE 4353S BLOCK ""B"" THE SOUTH THIRTY NINE (39) FEET OF THE EAST ONE HUNDRED AND TWENTY FIVE (125) FEET OF THE WEST ONE HUNDRED AND FIFTY EIGHT (158) FEET OF LOT NINE (9)","226677",""
"DEV10666","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","9/14/2018 12:00:00 AM","2020900540001","RIDGEWOOD","","54","EDGEWOOD CRES W","54 EDGEWOOD CRES W","8710990","27","14","PLAN 8710990 BLOCK 27 LOT 14","221560",""
"DEV10667","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","4116006450001","WESTMINSTER","","645","16 ST N","645 16 ST N","3520AA","","1,2","PLAN 3520AA LOTS 1 AND 2","203948",""
"DEV10668","SDD & 2 UNIT DWELLINGS","SUITE-NEW","COMPLETED","9/17/2018 12:00:00 AM","10/5/2018 12:00:00 AM","10/5/2018 12:00:00 AM","10/5/2018 12:00:00 AM","1109008200001","LONDON ROAD","","820","9 ST S","820 9 ST S","5728S","14","19-21","PLAN 5728S BLOCK 14 LOTS 19, 20 AND THE SOUTH HALF OF LOT 21","308976",""
"DEV10669","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","2060701570001","COPPERWOOD","1","157","SILKSTONE RD W","1-157 SILKSTONE RD W","0714641","","26","CONDOMINIUM PLAN 0714641 UNIT 26","453472",""
"DEV10670","COM/DC/IND/MF/PB/UR/V","IND-NEW","COMPLETED","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","10/1/2018 12:00:00 AM","10/1/2018 12:00:00 AM","2070001691001","WEST LETHBRIDGE EMPLOYMENT CENTER - COMMERCIAL","","169","UNIVERSITY DR W","169 UNIVERSITY DR W","1512569","1","1","PLAN 1512569 BLOCK 1 LOT 1","465184",""
"DEV10671","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/17/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","1105004090001","DOWNTOWN","","409","5 ST S","409 5 ST S","4353S","45","28","PLAN 4353S BLOCK 45 LOT 28","256700",""
"DEV10672","SIGNS","NEW","COMPLETED","9/17/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","1105002140001","DOWNTOWN","","214","5 ST S","214 5 ST S","4353S","18","16","PLAN 4353S BLOCK 18 LOT 16","315815",""
"DEV10673","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","9/17/2018 12:00:00 AM","2047408580001","COPPERWOOD","","858","MINERS BLVD W","858 MINERS BLVD W","1512854","26","15","PLAN 1512854 BLOCK 26 LOT 15","465093",""
"DEV10674","SDD & 2 UNIT DWELLINGS","SD-NEW","COMPLETED","9/18/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","1014004131001","GLENDALE","","413","DIEPPE BLVD S","413 DIEPPE BLVD S","1710944","7","37","PLAN 1710944 BLOCK 7 LOT 37","470353",""
"DEV10675","COM/DC/IND/MF/PB/UR/V","IND-ADD","COMPLETED","9/18/2018 12:00:00 AM","10/2/2018 12:00:00 AM","10/2/2018 12:00:00 AM","10/2/2018 12:00:00 AM","","SENATOR BUCHANAN","","507","4 AVE N","507 4 AVE N","","","","","477132",""
"DEV10676","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","2029000030001","INDIAN BATTLE HEIGHTS","","3","KOOTENAY PL W","3 KOOTENAY PL W","9112009","5","101","PLAN 9112009 BLOCK 5 LOT 101","327701",""
"DEV10677","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","4218033100001","CHURCHILL INDUSTRIAL PARK","","3310","18 AVE N","3310 18 AVE N","7710884","8","13","PLAN 7710884 BLOCK 8 LOT 13","270469",""
"DEV10678","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","4116005040001","WESTMINSTER","","504","16 ST N","504 16 ST N","7625FS","","41","PLAN 7625FS LOT 41","294843",""
"DEV10679","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","4113002070001","WESTMINSTER","","207","13 ST N","207 13 ST N","5712HF","1","15-19","PLAN 5712HF BLOCK 1 EXCEPTING THEREOUT THE MOST WESTERLY 7 FT OF LOTS 15-19 AND THAT PTN OF LOT 17 WHICH LIES TO NORTH OF THE SOUTH 5 FT AND TO THE EAST OF THE WESTERLY 7 FT OF SAID LOT","308913",""
"DEV10680","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","9/18/2018 12:00:00 AM","2015500150001","INDIAN BATTLE HEIGHTS","","15","COWICHAN CRT W","15 COWICHAN CRT W","0111930","12","4","PLAN 0111930 BLOCK 12 LOT 4","386921",""
"DEV10681","SIGNS","NEW","COMPLETED","9/19/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","4202108020001","SENATOR BUCHANAN","","802","2A AVE N","802 2A AVE N","8510153","5B","","PLAN 8510153 BLOCK FIVE ""B"" (5B) CONTAINING 0.840 HECTARES (2.08 ACRES) MORE OR LESS EXCEPTING THEREOUT: 0.204 HECTARES (0.50 ACRES) MORE OR LESS DESCRIBED AS FOLLOWS COMMENCING AT THE MOST WESTERLY CORNER OF SAID BLOCK 5B; THENCE SOUTH EASTERLY ALON","230093",""
"DEV10682","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","9/19/2018 12:00:00 AM","2032001520001","INDIAN BATTLE HEIGHTS","","152","LAKHOTA CRES W","152 LAKHOTA CRES W","8310556","4","46","PLAN 8310556 BLOCK 4 LOT 46","233628",""
"DEV10683","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/19/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","9/20/2018 12:00:00 AM","1202004020001","DOWNTOWN","","402","2 AVE S","402 2 AVE S","1668D","A","A","PLAN 1668D SUBDIVISION A","306911",""
"DEV10685","SIGNS","NEW","COMPLETED","9/19/2018 12:00:00 AM","9/21/2018 12:00:00 AM","9/21/2018 12:00:00 AM","9/21/2018 12:00:00 AM","1040013030001","LAKEVIEW","","1303","MAYOR MAGRATH DR S","1303 MAYOR MAGRATH DR S","3100JK","1","35-37","PLAN 3100JK BLOCK 1 LOT 35/37","252948",""
"DEV10686","SIGNS","NEW","COMPLETED","9/20/2018 12:00:00 AM","9/27/2018 12:00:00 AM","9/27/2018 12:00:00 AM","9/27/2018 12:00:00 AM","","AGNES DAVIDSON","","1328","MAYOR MAGRATH DR S","1328 MAYOR MAGRATH DR S","","","","","468945",""
"DEV10687","SIGNS","NEW","COMPLETED","9/20/2018 12:00:00 AM","9/27/2018 12:00:00 AM","9/27/2018 12:00:00 AM","9/27/2018 12:00:00 AM","","SUNRIDGE","10","119","SUNRIDGE RD W","10-119 SUNRIDGE RD W","","","","","462543",""
"DEV10688","COM/DC/IND/MF/PB/UR/V","COM-CH USE","COMPLETED","9/20/2018 12:00:00 AM","1/24/2019 12:00:00 AM","1/24/2019 12:00:00 AM","1/24/2019 12:00:00 AM","1106003330130","DOWNTOWN","130","333","6 ST S","130-333 6 ST S","1711078","","3","CONDOMINIUM PLAN 1711078 UNIT 3","470699",""
"DEV10689","SIGNS","NEW","COMPLETED","9/21/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","","DOWNTOWN","20","316","7 ST S","20-316 7 ST S","","","","","471134",""
"DEV10690","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","4064015640001","ST EDWARDS","","1564","ST GEORGE RD N","1564 ST GEORGE RD N","0512913","1","22","PLAN 0512913 BLOCK 1 LOT 22","415166",""
"DEV10691","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/24/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","1118007180001","VICTORIA PARK","","718","18 ST S","718 18 ST S","4993R","","14,15","PLAN 4993R LOTS 14 AND 15","312168",""
"DEV10692","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","1060001420001","SOUTHGATE","","142","SOUTHGATE BLVD S","142 SOUTHGATE BLVD S","0510094","14","2","PLAN 0510094 BLOCK 14 LOT 2","410952",""
"DEV10693","COM/DC/IND/MF/PB/UR/V","COM-ADD","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","3/28/2019 12:00:00 AM","3/28/2019 12:00:00 AM","1105001160001","DOWNTOWN","","118","5 ST S","118 5 ST S","4353S","7","14,15","PLAN 4353S BLOCK 7 LOTS 14 AND 15","467755",""
"DEV10694","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","1083800230001","FAIRMONT","","23","FAIRMONT PL S","23 FAIRMONT PL S","9512521","9","40","PLAN 9512521 BLOCK 9 LOT 40","363156",""
"DEV10695","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","9/24/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/28/2018 12:00:00 AM","9/28/2018 12:00:00 AM","4130039540025","SHERRING INDUSTRIAL PARK","25","3954","30 ST N","25-3954 30 ST N","1810845","","6","CONDOMINIUM PLAN 1810845 UNIT 6","472213",""
"DEV10696","COM/DC/IND/MF/PB/UR/V","IND-CH USE","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","4130001230001","ANDERSON INDUSTRIAL PARK","","123","30 ST N","123 30 ST N","7495HG","C","","PLAN 7495HG PARCEL ""C"" CONTAINING EIGHT AND ELEVEN HUNDREDTHS (8.11) ACRES MORE OR LESS
EXCEPTING THEREOUT: 
REPLOTTING SCHEME 6570HS 1.13 ACRES MORE OR LESS
PLAN OF SUBDIVISION 5570JK 0.23 ACRES MORE OR LESS","249007",""
"DEV10697","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","9/24/2018 12:00:00 AM","1204012290000","LONDON ROAD","","1229","4 AVE S","1229 4 AVE S","7911406","","","PLAN 7911406
1.63 ACRES","428508",""
"DEV10698","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","1105007290001","LONDON ROAD","","729","5 ST S","729 5 ST S","3507JK","","17","PLAN 3507JK LOT 17","322668",""
"DEV10699","TYPE A HOME OCCUPATIONS","NEW","COMPLETED","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","1042038050001","REDWOOD","","3805","OAK DR S","3805 OAK DR S","7511052","9","27","PLAN 7511052 BLOCK 9 LOT 27","275705",""
"DEV10700","COM/DC/IND/MF/PB/UR/V","DC-CH USE","COMPLETED","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","4131004500001","ANDERSON INDUSTRIAL PARK","","450","31 ST N","450 31 ST N","7917HS","1,2,3,4","","PLAN 7917HS BLOCK 1 AREA: 1.62 HECTARES (4 ACRES) MORE OR LESS
BLOCK 2 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 3 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 4 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS","243414",""
"DEV10701","COM/DC/IND/MF/PB/UR/V","DC-CH USE","COMPLETED","9/25/2018 12:00:00 AM","9/25/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","4131004500001","ANDERSON INDUSTRIAL PARK","","450","31 ST N","450 31 ST N","7917HS","1,2,3,4","","PLAN 7917HS BLOCK 1 AREA: 1.62 HECTARES (4 ACRES) MORE OR LESS
BLOCK 2 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 3 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS
BLOCK 4 AREA: 0.405 HECTARES (1 ACRES) MORE OR LESS","243414",""
"DEV10702","SDD & 2 UNIT DWELLINGS","WAIVER","COMPLETED","9/25/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","9/26/2018 12:00:00 AM","4007001290001","UPLANDS","","129","BLUEFOX BLVD N","129 BLUEFOX BLVD N","8210090","3","14","PLAN 8210090 BLOCK 3 LOT 14","236253",""
